mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_mlp__activation,param_mlp__alpha,param_mlp__hidden_layer_sizes,param_mlp__learning_rate_init,param_mlp__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.09826116561889649,0.027141117598233476,0.0020513534545898438,0.0002603747896784635,relu,0.0001,"(50, 50)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.9400000000000001,0.06110100926607785,120,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1711784839630127,0.029068720504732762,0.001875162124633789,0.00021020943062085873,relu,0.0001,"(50, 50)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.975,1.0,0.975,0.975,0.9816666666666667,0.009718253158075509
0.16395888328552247,0.014396006696803982,0.001741170883178711,0.0004473727538536641,relu,0.0001,"(100, 50)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,0.9916666666666667,0.9883333333333333,0.006666666666666693
0.6421492099761963,0.10901911144089722,0.0021859169006347655,0.0009642143335800184,relu,0.0001,"(100, 50)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9833333333333333,0.9583333333333334,0.9666666666666667,0.9683333333333334,0.008164965809277232
0.06822466850280762,0.013232875801397651,0.0017028331756591796,0.0003469466442194062,relu,0.0001,"(100, 50)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.9400000000000001,0.06110100926607785,120,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.18689393997192383,0.0333404915924538,0.0019362449645996093,0.000376481263534193,relu,0.0001,"(100, 50)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.975,1.0,0.975,0.9833333333333333,0.9833333333333332,0.009128709291752777
0.21306533813476564,0.04208582634183374,0.0018610954284667969,0.00043453809445106914,relu,0.001,"(50,)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.975,0.975,1.0,0.975,0.9833333333333333,0.9816666666666667,0.009718253158075509
0.2691039085388184,0.014182044522094208,0.0023821353912353515,0.0009591127373598043,relu,0.001,"(50,)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",0.9333333333333333,0.9666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.9266666666666665,0.05333333333333333,127,0.925,0.925,0.9333333333333333,0.9166666666666666,0.9416666666666667,0.9283333333333333,0.008498365855987974
0.05747385025024414,0.012861923060487756,0.002113962173461914,0.0005630575786154952,relu,0.001,"(50,)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,1.0,0.99,0.008164965809277286
0.14305577278137208,0.021473461518311285,0.001808309555053711,0.00036543462097675514,relu,0.001,"(50,)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.975,0.975,0.975,0.009128709291752777
0.20019793510437012,0.034308798559724275,0.001707601547241211,0.00018473679559840396,relu,0.001,"(100,)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,0.975,0.975,1.0,0.975,0.9833333333333333,0.9816666666666667,0.009718253158075509
0.360524845123291,0.041493469282380756,0.0015781879425048827,8.238396600310647e-05,relu,0.001,"(100,)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",0.9666666666666667,0.9666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.9333333333333332,0.055777335102271695,124,0.9333333333333333,0.9333333333333333,0.9416666666666667,0.9333333333333333,0.95,0.9383333333333335,0.006666666666666643
0.10895943641662598,0.05392785874319808,0.001785135269165039,0.0002942556114790304,relu,0.001,"(100,)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,1.0,0.9833333333333333,1.0,1.0,1.0,0.9966666666666667,0.006666666666666687
0.16948728561401366,0.025754606687078293,0.0018422603607177734,0.00020661596718936264,relu,0.001,"(100,)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.975,0.975,0.975,0.009128709291752777
0.19630827903747558,0.01608790915181927,0.0024251461029052733,0.0007195159622165615,relu,0.001,"(50, 50)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,0.9916666666666667,0.9883333333333333,0.006666666666666693
0.496122407913208,0.07171250337799458,0.0017081260681152343,0.0001798758193737001,relu,0.001,"(50, 50)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9583333333333334,0.95,0.9833333333333333,0.9583333333333334,0.975,0.9650000000000001,0.012247448713915874
0.08351340293884277,0.02708305222948707,0.0023871421813964843,0.0008304292031940219,relu,0.001,"(50, 50)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.9400000000000001,0.06110100926607785,120,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.15929923057556153,0.025127120085908127,0.0016579151153564454,0.00015611465047551194,relu,0.001,"(50, 50)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.975,1.0,0.975,0.975,0.9816666666666667,0.009718253158075509
0.20291271209716796,0.017390609335995934,0.001912832260131836,0.0002762880248271976,relu,0.001,"(100, 50)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,1.0,0.99,0.008164965809277286
0.6446287155151367,0.048333187023718055,0.0024635791778564453,0.0011982641224491239,relu,0.001,"(100, 50)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9833333333333333,0.9583333333333334,0.9666666666666667,0.9683333333333334,0.008164965809277232
0.08353509902954101,0.02958476091710334,0.0019540786743164062,0.0004653044571320255,relu,0.001,"(100, 50)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1951728343963623,0.028729876819373626,0.002292776107788086,0.001174451833422176,relu,0.001,"(100, 50)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.001, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.975,1.0,0.975,0.9833333333333333,0.9833333333333332,0.009128709291752777
0.2155895233154297,0.024461162778150303,0.0034709453582763674,0.003865643060933572,relu,0.01,"(50,)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.975,0.975,1.0,0.975,0.9833333333333333,0.9816666666666667,0.009718253158075509
0.30817198753356934,0.04439359248923338,0.0016946792602539062,0.00017146397207439335,relu,0.01,"(50,)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",0.9333333333333333,0.9666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.9266666666666665,0.05333333333333333,127,0.925,0.925,0.9333333333333333,0.9166666666666666,0.9416666666666667,0.9283333333333333,0.008498365855987974
0.06329727172851562,0.019675720223646134,0.001789093017578125,0.00015181172675137418,relu,0.01,"(50,)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,1.0,0.99,0.008164965809277286
0.13743171691894532,0.014701759929116447,0.001594209671020508,0.00013022104138582684,relu,0.01,"(50,)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.975,0.975,0.975,0.009128709291752777
0.22135934829711915,0.022890260698821246,0.001810169219970703,0.00020367107754590727,relu,0.01,"(100,)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,0.975,0.975,1.0,0.975,0.9833333333333333,0.9816666666666667,0.009718253158075509
0.38327784538269044,0.04924535154422492,0.0017123699188232421,0.00018874865147006965,relu,0.01,"(100,)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",0.9666666666666667,0.9666666666666667,0.8666666666666667,1.0,0.8666666666666667,0.9333333333333332,0.055777335102271695,124,0.9333333333333333,0.9333333333333333,0.9416666666666667,0.9333333333333333,0.95,0.9383333333333335,0.006666666666666643
0.06321477890014648,0.01057175837133827,0.0020092487335205077,0.00033830366791095097,relu,0.01,"(100,)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,1.0,0.99,0.008164965809277286
0.1640916347503662,0.023401229837333004,0.0016724586486816407,0.00019444910662978244,relu,0.01,"(100,)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.975,0.975,0.975,0.009128709291752777
0.1967759609222412,0.03467744394679771,0.0018845081329345703,0.0002938301909000067,relu,0.01,"(50, 50)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,1.0,0.8666666666666667,1.0,0.9,0.9533333333333334,0.0581186525805423,50,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,0.9916666666666667,0.9883333333333333,0.006666666666666693
0.4741682529449463,0.09332490901204274,0.0016702175140380859,0.00016587845463938587,relu,0.01,"(50, 50)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9583333333333334,0.95,0.9833333333333333,0.9583333333333334,0.975,0.9650000000000001,0.012247448713915874
0.07097835540771484,0.02381158071953957,0.0016284465789794921,7.179327775959955e-05,relu,0.01,"(50, 50)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.8333333333333334,0.9333333333333333,0.06992058987801009,123,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.13603014945983888,0.0014938132799620332,0.0016025543212890626,6.889886084850528e-05,relu,0.01,"(50, 50)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (50, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.975,1.0,0.975,0.975,0.9816666666666667,0.009718253158075509
0.16679773330688477,0.036491299105531595,0.0018592357635498046,0.0004642129469406397,relu,0.01,"(100, 50)",0.001,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,0.9833333333333333,0.9866666666666667,0.006666666666666687
0.7294089794158936,0.024479902557331824,0.006062984466552734,0.005273382555131201,relu,0.01,"(100, 50)",0.001,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9833333333333333,0.9583333333333334,0.9666666666666667,0.9683333333333334,0.008164965809277232
0.07446999549865722,0.02404166186238009,0.0017008304595947266,0.00017491114943402094,relu,0.01,"(100, 50)",0.01,adam,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.1882014274597168,0.02935127584648638,0.0017841339111328125,0.0001988315122568547,relu,0.01,"(100, 50)",0.01,sgd,"{'mlp__activation': 'relu', 'mlp__alpha': 0.01, 'mlp__hidden_layer_sizes': (100, 50), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9833333333333333,0.975,1.0,0.975,0.9833333333333333,0.9833333333333332,0.009128709291752777
0.1999913215637207,0.012804824693573136,0.0014616966247558594,5.746439752933182e-05,tanh,0.0001,"(50,)",0.001,adam,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.975,0.975,0.975,0.009128709291752777
0.35810227394104005,0.10796117855919772,0.0016204833984375,0.0002211602096861708,tanh,0.0001,"(50,)",0.001,sgd,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9333333333333333,0.95,0.9583333333333334,0.9416666666666667,0.9583333333333334,0.9483333333333333,0.009718253158075512
0.05479168891906738,0.011567959096017327,0.0014797210693359374,4.265190435263984e-05,tanh,0.0001,"(50,)",0.01,adam,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,1.0,0.9,1.0,0.9,0.96,0.04898979485566354,31,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,0.9833333333333333,0.9866666666666667,0.006666666666666687
0.11876401901245118,0.0032711354064995004,0.0014571666717529297,6.407552430575902e-05,tanh,0.0001,"(50,)",0.01,sgd,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (50,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.9,1.0,0.9,0.9533333333333334,0.04521553322083511,50,0.9666666666666667,0.9666666666666667,0.9916666666666667,0.975,0.975,0.975,0.009128709291752777
0.22119717597961425,0.05135707208700153,0.0015716552734375,0.00016274774242515543,tanh,0.0001,"(100,)",0.001,adam,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'adam'}",1.0,1.0,0.9,1.0,0.9333333333333333,0.9666666666666666,0.04216370213557838,16,0.975,0.9666666666666667,1.0,0.975,0.975,0.9783333333333333,0.011303883305208783
0.43772287368774415,0.13381908561007658,0.001706981658935547,0.0002634949067499852,tanh,0.0001,"(100,)",0.001,sgd,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.001, 'mlp__solver': 'sgd'}",1.0,0.9666666666666667,0.8666666666666667,1.0,0.9,0.9466666666666667,0.05416025603090639,101,0.9416666666666667,0.95,0.9583333333333334,0.95,0.9666666666666667,0.9533333333333334,0.008498365855987991
0.11552400588989258,0.09401182774210158,0.0019130706787109375,0.0002901451254771565,tanh,0.0001,"(100,)",0.01,adam,"{'mlp__activation': 'tanh', 'mlp__alpha': 0.0001, 'mlp__hidden_layer_sizes': (100,), 'mlp__learning_rate_init': 0.01, 'mlp__solver': 'adam'}",1.0,1.0,0.9,1.0,0.8666666666666667,0.9533333333333334,0.0581186525805423,50,0.9833333333333333,0.9833333333333333,1.0,0.9833333333333333,1.0,0.99,0.008164965809277286
